
2016-10-22:13,PM10,좋음,48,31,29,좋음,15,13,좋음,0.019,좋음,0.023,좋음,0.4,좋음,0.003,좋음,N
2016-10-22:12,PM10,좋음,47,34,28,좋음,18,13,좋음,0.020,좋음,0.019,좋음,0.3,좋음,0.003,좋음,N
2016-10-22:11,PM10,좋음,45,29,27,좋음,4,13,좋음,0.018,좋음,0.020,좋음,0.3,좋음,0.003,좋음,N
2016-10-22:10,PM2.5,좋음,50,26,27,좋음,13,15,좋음,0.010,좋음,0.028,좋음,0.4,좋음,0.003,좋음,N
2016-10-22:09,이산화질소,보통,58,28,27,좋음,15,15,좋음,0.003,좋음,0.035,보통,0.4,좋음,0.003,좋음,N
2016-10-22:08,이산화질소,보통,54,30,27,좋음,15,15,좋음,0.004,좋음,0.033,보통,0.4,좋음,0.003,좋음,N
2016-10-22:07,이산화질소,보통,51,23,27,좋음,15,15,좋음,0.003,좋음,0.031,보통,0.3,좋음,0.002,좋음,N
2016-10-22:06,PM2.5,좋음,50,25,28,좋음,14,15,좋음,0.007,좋음,0.026,좋음,0.3,좋음,0.003,좋음,N
2016-10-22:05,PM2.5,좋음,50,26,29,좋음,16,15,좋음,0.012,좋음,0.021,좋음,0.3,좋음,0.002,좋음,N
2016-10-22:04,PM2.5,좋음,50,22,28,좋음,11,15,좋음,0.017,좋음,0.017,좋음,0.3,좋음,0.002,좋음,N
2016-10-22:03,PM2.5,보통,51,26,30,좋음,14,16,보통,0.020,좋음,0.015,좋음,0.3,좋음,0.002,좋음,N
2016-10-22:02,PM2.5,보통,52,29,32,보통,13,17,보통,0.025,좋음,0.010,좋음,0.3,좋음,0.002,좋음,N
2016-10-22:01,PM2.5,보통,54,22,33,보통,14,18,보통,0.026,좋음,0.010,좋음,0.3,좋음,0.002,좋음,N
2016-10-21:24,PM10,보통,55,31,35,보통,21,18,보통,0.024,좋음,0.013,좋음,0.3,좋음,0.002,좋음,N
2016-10-21:23,PM10,보통,56,36,36,보통,18,18,보통,0.024,좋음,0.013,좋음,0.3,좋음,0.002,좋음,N
2016-10-21:22,PM10,보통,56,36,36,보통,15,18,보통,0.024,좋음,0.014,좋음,0.3,좋음,0.002,좋음,N
2016-10-21:21,PM10,보통,55,34,35,보통,17,18,보통,0.024,좋음,0.015,좋음,0.3,좋음,0.002,좋음,N
2016-10-21:20,PM10,보통,55,39,35,보통,24,17,보통,0.021,좋음,0.020,좋음,0.4,좋음,0.002,좋음,N
2016-10-21:19,PM10,보통,53,37,33,보통,15,16,보통,0.023,좋음,0.018,좋음,0.3,좋음,0.002,좋음,N
2016-10-21:18,PM10,보통,52,38,32,보통,20,16,보통,0.027,좋음,0.015,좋음,0.3,좋음,0.002,좋음,N
2016-10-21:17,PM2.5,보통,51,36,31,보통,18,16,보통,0.030,좋음,0.013,좋음,0.3,좋음,0.002,좋음,N
2016-10-21:16,PM2.5,좋음,50,32,30,좋음,16,15,좋음,0.030,좋음,0.012,좋음,0.3,좋음,0.002,좋음,N
2016-10-21:15,,,,38,,,17,,,0.031,보통,0.011,좋음,0.3,좋음,0.002,좋음,N
2016-10-21:14,,,,34,,,21,,,0.027,좋음,0.012,좋음,0.4,좋음,0.002,좋음,N
2016-10-21:13,,,,,,,,,,,,,,,,,,N
2016-10-21:12,,,,,21,좋음,,10,좋음,,,,,,,,,N
2016-10-21:11,오존,좋음,40,22,22,좋음,11,10,좋음,0.024,좋음,0.016,좋음,0.3,좋음,0.003,좋음,N
2016-10-21:10,PM2.5,좋음,37,18,22,좋음,5,11,좋음,0.020,좋음,0.018,좋음,0.3,좋음,0.002,좋음,N
2016-10-21:09,이산화질소,보통,53,21,25,좋음,10,14,좋음,0.008,좋음,0.032,보통,0.4,좋음,0.003,좋음,N
2016-10-21:08,이산화질소,보통,63,22,28,좋음,12,17,보통,0.002,좋음,0.038,보통,0.4,좋음,0.002,좋음,N
2016-10-21:07,이산화질소,보통,56,22,31,보통,11,19,보통,0.003,좋음,0.034,보통,0.4,좋음,0.002,좋음,N
2016-10-21:06,PM2.5,보통,58,22,35,보통,12,21,보통,0.009,좋음,0.025,좋음,0.3,좋음,0.002,좋음,N
2016-10-21:05,PM2.5,보통,61,23,38,보통,14,23,보통,0.016,좋음,0.017,좋음,0.3,좋음,0.002,좋음,N
2016-10-21:04,PM2.5,보통,64,21,41,보통,14,25,보통,0.021,좋음,0.013,좋음,0.3,좋음,0.002,좋음,N
2016-10-21:03,PM2.5,보통,67,26,45,보통,11,27,보통,0.018,좋음,0.016,좋음,0.4,좋음,0.002,좋음,N
2016-10-21:02,PM2.5,보통,74,23,49,보통,,32,보통,0.018,좋음,0.017,좋음,0.4,좋음,0.002,좋음,N
2016-10-21:01,PM2.5,보통,80,24,57,보통,12,36,보통,0.017,좋음,0.021,좋음,0.4,좋음,0.002,좋음,N
2016-10-20:24,PM10,보통,88,24,68,보통,14,41,보통,0.016,좋음,0.024,좋음,0.4,좋음,0.002,좋음,N
2016-10-20:23,PM10,보통,97,32,77,보통,21,46,보통,0.016,좋음,0.026,좋음,0.4,좋음,0.002,좋음,N
2016-10-20:22,PM10,나쁨,110,76,85,나쁨,57,49,보통,0.007,좋음,0.047,보통,0.6,좋음,0.003,좋음,N
2016-10-20:21,이산화질소,나쁨,168,92,86,나쁨,57,50,보통,0.001,좋음,0.077,나쁨,0.8,좋음,0.003,좋음,N
2016-10-20:20,이산화질소,나쁨,170,99,86,나쁨,52,50,보통,0.002,좋음,0.079,나쁨,0.8,좋음,0.004,좋음,N
2016-10-20:19,이산화질소,나쁨,176,103,84,나쁨,60,50,보통,0.002,좋음,0.084,나쁨,0.8,좋음,0.003,좋음,N
2016-10-20:18,PM10,나쁨,155,94,83,나쁨,60,49,보통,0.018,좋음,0.063,나쁨,0.7,좋음,0.003,좋음,N
2016-10-20:17,PM10,나쁨,105,92,83,나쁨,60,49,보통,0.057,보통,0.029,좋음,0.6,좋음,0.004,좋음,N
2016-10-20:16,PM10,나쁨,101,102,81,나쁨,60,46,보통,0.071,보통,0.022,좋음,0.6,좋음,0.004,좋음,N
2016-10-20:15,PM10,보통,98,114,78,보통,70,44,보통,0.053,보통,0.030,좋음,0.6,좋음,0.004,좋음,N
2016-10-20:14,PM10,보통,94,106,74,보통,71,42,보통,0.035,보통,0.048,보통,0.7,좋음,0.004,좋음,N
2016-10-20:13,PM10,보통,93,98,73,보통,47,38,보통,0.031,보통,0.049,보통,0.7,좋음,0.004,좋음,N
2016-10-20:12,PM10,보통,91,93,71,보통,44,38,보통,0.034,보통,0.043,보통,0.7,좋음,0.004,좋음,N
2016-10-20:11,PM10,보통,89,88,69,보통,39,38,보통,0.025,좋음,0.046,보통,0.6,좋음,0.004,좋음,N
2016-10-20:10,이산화질소,나쁨,103,113,67,보통,58,37,보통,0.004,좋음,0.063,나쁨,0.9,좋음,0.004,좋음,N
2016-10-20:09,이산화질소,보통,97,80,62,보통,53,33,보통,0.003,좋음,0.058,보통,0.9,좋음,0.004,좋음,N
2016-10-20:08,이산화질소,보통,83,61,59,보통,34,31,보통,0.002,좋음,0.050,보통,0.7,좋음,0.004,좋음,N
